question,resolution,date_begin,date_resolve_at,baseline_strength,baseline_brier,conversational_strength,conversational_brier
"Will Linda Yaccarino be the CEO of Twitter on July 1, 2024?",1,2023-05-25,2024-07-01,0.651,0.12180099999999998,0.5,0.25
"Will  Nikki Haley endorse Trump?",1,2023-05-18,2024-05-22,0.651,0.12180099999999998,0.5,0.25
"Will Gemini be widely considered better than GPT-4?",0,2023-05-12,2024-03-05,0.372,0.138384,0.5,0.25
"Will Ukraine receive F-16s by the end of Jan 2024?",0,2023-05-20,2024-01-31,0.791,0.625681,0.5,0.25
"Will 'The Super Mario Bros. Movie' get nominated for an Oscar in any category at the 96th Academy Awards?",0,2023-05-02,2024-01-23,0.475,0.225625,0.5,0.25
"Will Oppenheimer gross more than $1 billion within the first six months of its release?",0,2023-05-17,2024-01-21,0.073,0.0053289999999999995,0.5,0.25
"Will Qorantos Grow As a Streamer this year?",0,2023-05-06,2024-01-02,0.019,0.000361,0.5,0.25
"Will I be convinced the spirit of Moore's Law is dead as of January 1, 2024?",1,2023-05-19,2024-01-01,0.873,0.016129,0.5,0.25
"Will an AI system be known to have resisted shutdown before 2024?",0,2023-05-31,2024-01-01,0.3,0.09,0.5,0.25
"Will Jimmy Carter be alive on January 1st, 2024",1,2023-05-02,2024-01-01,0.452,0.30030400000000007,0.5,0.25
"Is Saint Figarland Garling the father of Shanks?",1,2023-06-12,2025-04-06,0.753,0.061009,0.5,0.25
"Will the radical right AfD get more votes than the social democrats in Germany's next federal election?",1,2023-06-09,2025-02-24,0.315,0.46922500000000006,0.5,0.25
"Will Harvard Admit a Class that is More than 35% Asian by 2028?",1,2023-06-29,2025-02-15,0.639,0.130321,0.5,0.25
"Will Ukraine sever the land bridge between Crimea and Russia before 2025?",0,2023-06-13,2025-01-18,0.581,0.33756099999999994,0.5,0.25
"Will GPT-4's parameter count be known by end of 2024?",0,2023-06-03,2025-01-10,0.48,0.2304,0.5,0.25
"Will there be a very reliable way of reading human thoughts by the end of 2024?🧠🕵️",0,2023-06-18,2025-01-01,0.186,0.034596,0.5,0.25
"Will more than 100,000 voters decide the 2024 election?",1,2023-06-17,2024-12-16,0.7,0.09000000000000002,0.5,0.25
"Will Trump be convicted in federal court on any charge before the 2024 general election?",0,2023-06-08,2024-11-05,0.614,0.376996,0.5,0.25
"Will at least one person on board the Titan submersible be awarded a Darwin award?",0,2023-06-22,2024-09-30,0.149,0.022201,0.5,0.25
"Will China win the most gold medals at the 2024 Summer Olympics in Paris?",0,2023-06-29,2024-08-11,0.396,0.156816,0.5,0.25
"Will franky get any upgrades in Egg head??",0,2023-06-21,2024-08-03,0.304,0.092416,0.5,0.25
"Will the UFO retrieval program claims by whistleblower David Grusch be viewed as accurate in June of 2024?",0,2023-06-06,2024-07-25,0.063,0.003969,0.5,0.25
"Will Joe Biden drop out of the Presidential race before the election?",1,2023-06-21,2024-07-22,0.235,0.585225,0.5,0.25
"Will Donald Trump be admitted to a hospital for any reason by the end of 2024?",1,2023-06-28,2024-07-13,0.363,0.405769,0.5,0.25
"Do you think Imu will be revealed as a male?",1,2023-06-04,2024-06-25,0.647,0.12460899999999998,0.5,0.25
"Will the next State of the Union address mention UFOs?",0,2023-06-11,2024-03-09,0.099,0.009801,0.5,0.25
"Will Donald Trump lose a single state in the 2024 Republican primaries?",1,2023-06-06,2024-03-05,0.633,0.134689,0.5,0.25
"Will Elon Musk and Mark Zuckerberg officialy announce they're having a fight by January 2024?",0,2023-06-21,2024-02-01,0.646,0.417316,0.5,0.25
"Will there be a version of Apple Vision Pro that costs more than $3499 by the time we can order one?",1,2023-06-06,2024-01-19,0.525,0.225625,0.5,0.25
"Will Vivek Ramaswamy be one of the top three candidates in the 2024 Iowa Republican caucuses?",0,2023-06-12,2024-01-16,0.165,0.027225000000000003,0.5,0.25
"kizaru loses a fight during egghead",1,2023-06-02,2024-01-15,0.457,0.2948489999999999,0.5,0.25
"Will there be another mutiny in Russia before 2024?",0,2023-06-25,2024-01-01,0.024,0.000576,0.5,0.25
"Will claims of a ""retrieved craft of non-human origin"" be confirmed by the US government by the end of the year?",0,2023-06-05,2024-01-01,0.03,0.0009,0.5,0.25
"Will the right wing party AfD (Alternative für Deutschland) in Germany be above 20% in surveys at the end of the year?",1,2023-06-30,2024-01-01,0.927,0.0053289999999999935,0.5,0.25
"Will the 2024 election have higher turnout than 2020?",0,2023-07-23,2025-03-14,0.315,0.09922500000000001,0.5,0.25
"Will xAI AI be a Major AI Lab by 2025?",0,2023-07-15,2025-02-09,0.529,0.279841,0.5,0.25
"Will Nintendo's next console be backwards-compatible with most Nintendo Switch games?",1,2023-07-31,2025-01-16,0.732,0.07182400000000001,0.5,0.25
"Will 2024 be the hottest year on record?",1,2023-07-06,2025-01-11,0.556,0.19713599999999995,0.5,0.25
"Will the room-temperature superconductor results of Lee et. al be reproduced by the end of 2024?",0,2023-07-25,2025-01-02,0.149,0.022201,0.5,0.25
"Will the LK-99 room temp, ambient pressure superconductivity pre-print replicate before 2025?",0,2023-07-25,2025-01-01,0.253,0.064009,0.5,0.25
"Instant deepfakes of anyone (doing anything) before the end of 2024?",0,2023-07-09,2025-01-01,0.408,0.16646399999999997,0.5,0.25
"Will Threads have more daily active users than Twitter by the end of 2024?",0,2023-07-04,2025-01-01,0.202,0.04080400000000001,0.5,0.25
"Will the US reschedule cannabis by the end of 2024?",0,2023-07-31,2025-01-01,0.403,0.16240900000000003,0.5,0.25
"Will Martin Shkreli join Manifold before 2025?",0,2023-07-06,2025-01-01,0.491,0.241081,0.5,0.25
"Will Netanyahu remain Israel's PM until the end of 2024?",1,2023-07-24,2024-12-31,0.407,0.351649,0.5,0.25
"Will Rational Animations' video about Manifold Markets reach 200k views by the end of 2024?",0,2023-07-15,2024-12-31,0.319,0.101761,0.5,0.25
"Will Vladimir Putin be alive on December 21st, 2024?",1,2023-07-14,2024-12-22,0.94,0.0036000000000000064,0.5,0.25
"Will President Biden pardon Hunter Biden?",1,2023-07-27,2024-12-01,0.08,0.8464,0.5,0.25
"Will any candidate get a majority of the popular vote in 2024?",0,2023-07-14,2024-12-01,0.608,0.369664,0.5,0.25
"Will a single third party candidate receive 2% or more of the popular vote in the 2024 US presidential election?",0,2023-07-02,2024-11-23,0.657,0.43164900000000006,0.5,0.25
"If Trump is elected President in 2024, will he win the popular vote?",1,2023-07-18,2024-11-06,0.303,0.4858090000000001,0.5,0.25
"Will Saturn die at Egghead?",1,2023-07-20,2024-09-04,0.293,0.4998490000000001,0.5,0.25
"Will Vivek Ramaswamy be on the GOP ticket in 2024?",0,2023-07-22,2024-07-15,0.117,0.013689000000000002,0.5,0.25
"Will RFK Jr. end up running as an Independent in 2024?",1,2023-07-28,2024-07-02,0.906,0.008835999999999995,0.5,0.25
"Will Mrbeast’s main channel be the most subscribed YouTube channel on June 1st 2024?",0,2023-07-28,2024-06-12,0.25,0.0625,0.5,0.25
"Will Ukraine get F-16 fighters early 2024?",0,2023-07-28,2024-06-03,0.888,0.788544,0.5,0.25
"Will Superalignment succeed, according to Eliezer Yudkowsky?",0,2023-07-07,2024-05-20,0.065,0.0042250000000000005,0.5,0.25
"Will Superalignment succeed? (self assessment)",0,2023-07-05,2024-05-19,0.169,0.028561000000000003,0.5,0.25
"Will OpenAI's Superalignment project produce a significant breakthrough in alignment research before 2027?",0,2023-07-05,2024-05-17,0.765,0.585225,0.5,0.25
"Will Peter Miller win the  ""Rootclaim Challenge"" debate  with Saar Wilf on the origins of COVID-19?",1,2023-07-02,2024-02-17,0.348,0.42510400000000004,0.5,0.25
"Is the room temperature superconductor paper legit?",0,2023-07-25,2024-01-01,0.27,0.0729,0.5,0.25
"Will DeSantis fall to third place in Republican primary polling this year?",0,2023-07-26,2024-01-01,0.802,0.6432040000000001,0.5,0.25
"Will GPT-5 launch before 1 January 2025?",0,2023-08-02,2025-01-06,0.684,0.46785600000000005,0.5,0.25
"Will Saudi Arabia and Israel establish diplomatic relations before 2025?",0,2023-08-09,2025-01-04,0.391,0.15288100000000002,0.5,0.25
"Will Ukrainian forces attempt to retake Crimea in 2024?",0,2023-08-26,2025-01-04,0.365,0.13322499999999998,0.5,0.25
"Will a room-temperature superconductor with a similar-but-different composition to LK-99 be discovered by 2025?",0,2023-08-02,2025-01-04,0.028,0.0007840000000000001,0.5,0.25
"Will bitcoin price be greater than $100,000 USD on Jan 1 2025",0,2023-08-08,2025-01-02,0.258,0.066564,0.5,0.25
"Will Congestion Pricing in NYC be enforced by the end of 2024?",0,2023-08-05,2025-01-01,0.644,0.41473600000000005,0.5,0.25
"Will Logan Paul call off his engagement with his fiancé Nina Agdal by end of 2024?",0,2023-08-24,2025-01-01,0.235,0.055224999999999996,0.5,0.25
"Will Sam Altman be the CEO of OpenAI at the end of 2024?",1,2023-08-30,2025-01-01,0.135,0.748225,0.5,0.25
"Will Julian Assange be extradited to the US by the end of 2024?",0,2023-08-14,2025-01-01,0.54,0.2916,0.5,0.25
"Will Robert F. Kennedy Jr. be the next elected President of the United States?",0,2023-08-04,2024-11-14,0.019,0.000361,0.5,0.25
"Will ChatGPT be mentioned in the 2024 US presidential debates?",0,2023-08-03,2024-11-09,0.649,0.42120100000000005,0.5,0.25
"Will Trump lose the 2024 popular vote by at least 10M votes?",0,2023-08-27,2024-11-06,0.36,0.1296,0.5,0.25
"Will Trump go on the Joe Rogan podcast before the 2024 Election",1,2023-08-24,2024-10-25,0.254,0.556516,0.5,0.25
"Will Lex Fridman interview Donald Trump before the general elections in November 2024?",1,2023-08-02,2024-09-04,0.242,0.574564,0.5,0.25
"Will @realDonaldTrump tweet in 2024?",1,2023-08-09,2024-08-13,0.845,0.024025000000000008,0.5,0.25
"Will the price for ChatGPT Plus still be USD $20/month on Aug 12th 2024?",1,2023-08-12,2024-08-12,0.404,0.355216,0.5,0.25
"Will the 400B+ open source Llama 3 model rank higher than GPT-4-Turbo-2024-04-09 on the lmsys leaderboard?",1,2023-08-28,2024-08-06,0.381,0.383161,0.5,0.25
"Will Google Search include a chatbot at end of April 2024?",0,2023-08-27,2024-05-03,0.47,0.22089999999999999,0.5,0.25
"Will Google Search include a chatbot at end of March 2024?",0,2023-08-01,2024-04-01,0.37,0.1369,0.5,0.25
"Will Dune 2 world wide box office be higher than Dune 1?",1,2023-08-03,2024-03-19,0.842,0.02496400000000001,0.5,0.25
"Will Oppenheimer Win the Oscars for Best Picture, Best Actor (Cillian Murphy) and Best Director (Christopher Nolan)?",1,2023-08-02,2024-03-10,0.243,0.573049,0.5,0.25
"Will any state disqualify Trump from the 2024 primaries?",0,2023-08-28,2024-03-08,0.229,0.052441,0.5,0.25
"Will any state use the 14th Amendment to successfully disqualify a US presidential candidate [Trump] in 2024?",0,2023-08-13,2024-03-06,0.283,0.08008899999999998,0.5,0.25
"Will Google Search include a chatbot at end of January 2024?",0,2023-08-01,2024-02-01,0.196,0.038416000000000006,0.5,0.25
"Will Mira's main GPT-4 Sudoku market resolve YES?",0,2023-08-06,2024-01-17,0.325,0.10562500000000001,0.5,0.25
"Will Trump harshly criticize Vivek Ramaswamy before Nov. 2024 election?",1,2023-08-27,2024-01-15,0.409,0.34928099999999995,0.5,0.25
"Will DeSantis be the #2 polling candidate nationally the day before the Iowa caucuses?",1,2023-08-25,2024-01-15,0.352,0.419904,0.5,0.25
"Will GPT-4 fine-tuning be available by EOY?",0,2023-08-23,2024-01-10,0.074,0.005475999999999999,0.5,0.25
"Will the Ukrainian Air Force operate F-16s before 2024?",0,2023-08-15,2024-01-05,0.134,0.017956000000000003,0.5,0.25
"Will Sam Altman have a significant PR blunder before the beginning of 2024?",0,2023-08-17,2024-01-05,0.679,0.4610410000000001,0.5,0.25
"[50M subsidy ] Will the PMC Wagner stop existing before 2024?",0,2023-08-23,2024-01-01,0.331,0.109561,0.5,0.25
"Will twitter.com start redirecting to x.com before 2024?",0,2023-08-04,2024-01-01,0.025,0.0006250000000000001,0.5,0.25
"Will there be a high-credibility spurious replication of LK-99 room temp superconductors before 2024?",0,2023-08-02,2024-01-01,0.014,0.00019600000000000002,0.5,0.25
"Will there be a government shut down this year?",0,2023-08-09,2024-01-01,0.93,0.8649000000000001,0.5,0.25
"Will Sweden join Nato before 2024?",0,2023-08-07,2024-01-01,0.732,0.535824,0.5,0.25
"Will APL Materials publish the research on LK-99 ?",0,2023-08-08,2024-01-01,0.431,0.18576099999999998,0.5,0.25
"Will 2024 be the hottest year on record?",1,2023-07-06,2025-01-11,0.556,0.19713599999999995,0.5,0.25
"Will the room-temperature superconductor results of Lee et. al be reproduced by the end of 2024?",0,2023-07-25,2025-01-02,0.149,0.022201,0.5,0.25
"Will the LK-99 room temp, ambient pressure superconductivity pre-print replicate before 2025?",0,2023-07-25,2025-01-01,0.253,0.064009,0.5,0.25
"Instant deepfakes of anyone (doing anything) before the end of 2024?",0,2023-07-09,2025-01-01,0.408,0.16646399999999997,0.5,0.25
"Will Threads have more daily active users than Twitter by the end of 2024?",0,2023-07-04,2025-01-01,0.202,0.04080400000000001,0.5,0.25
"Will the US reschedule cannabis by the end of 2024?",0,2023-07-31,2025-01-01,0.403,0.16240900000000003,0.5,0.25
"Will Martin Shkreli join Manifold before 2025?",0,2023-07-06,2025-01-01,0.491,0.241081,0.5,0.25
"Will Netanyahu remain Israel's PM until the end of 2024?",1,2023-07-24,2024-12-31,0.407,0.351649,0.5,0.25
"Will Rational Animations' video about Manifold Markets reach 200k views by the end of 2024?",0,2023-07-15,2024-12-31,0.319,0.101761,0.5,0.25
"Will Vladimir Putin be alive on December 21st, 2024?",1,2023-07-14,2024-12-22,0.94,0.0036000000000000064,0.5,0.25
"Will President Biden pardon Hunter Biden?",1,2023-07-27,2024-12-01,0.08,0.8464,0.5,0.25
"Will any candidate get a majority of the popular vote in 2024?",0,2023-07-14,2024-12-01,0.608,0.369664,0.5,0.25
"Will a single third party candidate receive 2% or more of the popular vote in the 2024 US presidential election?",0,2023-07-02,2024-11-23,0.657,0.43164900000000006,0.5,0.25
"If Trump is elected President in 2024, will he win the popular vote?",1,2023-07-18,2024-11-06,0.303,0.4858090000000001,0.5,0.25
"Will Saturn die at Egghead?",1,2023-07-20,2024-09-04,0.293,0.4998490000000001,0.5,0.25
"Will Vivek Ramaswamy be on the GOP ticket in 2024?",0,2023-07-22,2024-07-15,0.117,0.013689000000000002,0.5,0.25
"Will RFK Jr. end up running as an Independent in 2024?",1,2023-07-28,2024-07-02,0.906,0.008835999999999995,0.5,0.25
"Will Mrbeast’s main channel be the most subscribed YouTube channel on June 1st 2024?",0,2023-07-28,2024-06-12,0.25,0.0625,0.5,0.25
"Will Ukraine get F-16 fighters early 2024?",0,2023-07-28,2024-06-03,0.888,0.788544,0.5,0.25
"Will Superalignment succeed, according to Eliezer Yudkowsky?",0,2023-07-07,2024-05-20,0.065,0.0042250000000000005,0.5,0.25
"Will Superalignment succeed? (self assessment)",0,2023-07-05,2024-05-19,0.169,0.028561000000000003,0.5,0.25
"Will OpenAI's Superalignment project produce a significant breakthrough in alignment research before 2027?",0,2023-07-05,2024-05-17,0.765,0.585225,0.5,0.25
"Will Peter Miller win the  ""Rootclaim Challenge"" debate  with Saar Wilf on the origins of COVID-19?",1,2023-07-02,2024-02-17,0.348,0.42510400000000004,0.5,0.25
"Is the room temperature superconductor paper legit?",0,2023-07-25,2024-01-01,0.27,0.0729,0.5,0.25
"Will DeSantis fall to third place in Republican primary polling this year?",0,2023-07-26,2024-01-01,0.802,0.6432040000000001,0.5,0.25
"Will GPT-5 launch before 1 January 2025?",0,2023-08-02,2025-01-06,0.684,0.46785600000000005,0.5,0.25
"Will Saudi Arabia and Israel establish diplomatic relations before 2025?",0,2023-08-09,2025-01-04,0.391,0.15288100000000002,0.5,0.25
"Will Ukrainian forces attempt to retake Crimea in 2024?",0,2023-08-26,2025-01-04,0.365,0.13322499999999998,0.5,0.25
"Will a room-temperature superconductor with a similar-but-different composition to LK-99 be discovered by 2025?",0,2023-08-02,2025-01-04,0.028,0.0007840000000000001,0.5,0.25
"Will bitcoin price be greater than $100,000 USD on Jan 1 2025",0,2023-08-08,2025-01-02,0.258,0.066564,0.5,0.25
"Will Congestion Pricing in NYC be enforced by the end of 2024?",0,2023-08-05,2025-01-01,0.644,0.41473600000000005,0.5,0.25
"Will Logan Paul call off his engagement with his fiancé Nina Agdal by end of 2024?",0,2023-08-24,2025-01-01,0.235,0.055224999999999996,0.5,0.25
"Will Sam Altman be the CEO of OpenAI at the end of 2024?",1,2023-08-30,2025-01-01,0.135,0.748225,0.5,0.25
"Will Julian Assange be extradited to the US by the end of 2024?",0,2023-08-14,2025-01-01,0.54,0.2916,0.5,0.25
"Will Robert F. Kennedy Jr. be the next elected President of the United States?",0,2023-08-04,2024-11-14,0.019,0.000361,0.5,0.25
"Will ChatGPT be mentioned in the 2024 US presidential debates?",0,2023-08-03,2024-11-09,0.649,0.42120100000000005,0.5,0.25
"Will Trump lose the 2024 popular vote by at least 10M votes?",0,2023-08-27,2024-11-06,0.36,0.1296,0.5,0.25
"Will Trump go on the Joe Rogan podcast before the 2024 Election",1,2023-08-24,2024-10-25,0.254,0.556516,0.5,0.25
"Will Lex Fridman interview Donald Trump before the general elections in November 2024?",1,2023-08-02,2024-09-04,0.242,0.574564,0.5,0.25
"Will @realDonaldTrump tweet in 2024?",1,2023-08-09,2024-08-13,0.845,0.024025000000000008,0.5,0.25
"Will the price for ChatGPT Plus still be USD $20/month on Aug 12th 2024?",1,2023-08-12,2024-08-12,0.404,0.355216,0.5,0.25
"Will the 400B+ open source Llama 3 model rank higher than GPT-4-Turbo-2024-04-09 on the lmsys leaderboard?",1,2023-08-28,2024-08-06,0.381,0.383161,0.5,0.25
"Will Google Search include a chatbot at end of April 2024?",0,2023-08-27,2024-05-03,0.47,0.22089999999999999,0.5,0.25
"Will Google Search include a chatbot at end of March 2024?",0,2023-08-01,2024-04-01,0.37,0.1369,0.5,0.25
"Will Dune 2 world wide box office be higher than Dune 1?",1,2023-08-03,2024-03-19,0.842,0.02496400000000001,0.5,0.25
"Will Oppenheimer Win the Oscars for Best Picture, Best Actor (Cillian Murphy) and Best Director (Christopher Nolan)?",1,2023-08-02,2024-03-10,0.243,0.573049,0.5,0.25
"Will any state disqualify Trump from the 2024 primaries?",0,2023-08-28,2024-03-08,0.229,0.052441,0.5,0.25
"Will any state use the 14th Amendment to successfully disqualify a US presidential candidate [Trump] in 2024?",0,2023-08-13,2024-03-06,0.283,0.08008899999999998,0.5,0.25
"Will Google Search include a chatbot at end of January 2024?",0,2023-08-01,2024-02-01,0.196,0.038416000000000006,0.5,0.25
"Will Mira's main GPT-4 Sudoku market resolve YES?",0,2023-08-06,2024-01-17,0.325,0.10562500000000001,0.5,0.25
"Will Trump harshly criticize Vivek Ramaswamy before Nov. 2024 election?",1,2023-08-27,2024-01-15,0.409,0.34928099999999995,0.5,0.25
"Will DeSantis be the #2 polling candidate nationally the day before the Iowa caucuses?",1,2023-08-25,2024-01-15,0.352,0.419904,0.5,0.25
"Will GPT-4 fine-tuning be available by EOY?",0,2023-08-23,2024-01-10,0.074,0.005475999999999999,0.5,0.25
"Will the Ukrainian Air Force operate F-16s before 2024?",0,2023-08-15,2024-01-05,0.134,0.017956000000000003,0.5,0.25
"Will Sam Altman have a significant PR blunder before the beginning of 2024?",0,2023-08-17,2024-01-05,0.679,0.4610410000000001,0.5,0.25
"[50M subsidy ] Will the PMC Wagner stop existing before 2024?",0,2023-08-23,2024-01-01,0.331,0.109561,0.5,0.25
"Will twitter.com start redirecting to x.com before 2024?",0,2023-08-04,2024-01-01,0.025,0.0006250000000000001,0.5,0.25
"Will there be a high-credibility spurious replication of LK-99 room temp superconductors before 2024?",0,2023-08-02,2024-01-01,0.014,0.00019600000000000002,0.5,0.25
"Will there be a government shut down this year?",0,2023-08-09,2024-01-01,0.93,0.8649000000000001,0.5,0.25
"Will Sweden join Nato before 2024?",0,2023-08-07,2024-01-01,0.732,0.535824,0.5,0.25
"Will APL Materials publish the research on LK-99 ?",0,2023-08-08,2024-01-01,0.431,0.18576099999999998,0.5,0.25
"Will Jimmy Carter live until the end of this year?",1,2023-08-19,2024-01-01,0.686,0.09859599999999996,0.5,0.25
"Will the Conservative Party of Canada form a Majority Government after the 45th Canadian Federal Election?",0,2023-09-07,2025-04-29,0.67,0.4489000000000001,0.5,0.25
"Will India be renamed to Bharat by 2025?",0,2023-09-05,2025-02-01,0.214,0.045795999999999996,0.5,0.25
"Will AI replace over 50 million jobs by end of 2024?",0,2023-09-15,2025-02-01,0.114,0.012996,0.5,0.25
"Will the 2024 US Presidential election happen normally?",1,2023-09-05,2025-01-21,0.77,0.05289999999999999,0.5,0.25
"Will a large scale Alignment Project like The Omega Protocol be funded before 2025?",0,2023-09-12,2025-01-14,0.211,0.044521,0.5,0.25
"Will weed be rescheduled by the end of 2024?",0,2023-09-09,2025-01-06,0.545,0.29702500000000004,0.5,0.25
"Will marijuana be rescheduled by the US federal government by the end of 2024?",0,2023-09-03,2025-01-01,0.517,0.267289,0.5,0.25
"Will there be peace talks between Russia and Ukraine in 2024?",0,2023-09-05,2025-01-01,0.569,0.32376099999999997,0.5,0.25
"Will Taylor Swift be the most streamed artist in 2024?",1,2023-09-02,2024-12-05,0.72,0.07840000000000001,0.5,0.25
"Will Joe Biden pardon or commute the sentence of Hunter Biden?",1,2023-09-07,2024-12-02,0.135,0.748225,0.5,0.25
"Will Robert F. Kennedy Jr. win more than 5% of the popular vote in the 2024 US presidential election?",0,2023-09-29,2024-11-12,0.099,0.009801,0.5,0.25
"Will ANY 2020 red states/districts flip blue in 2024?",0,2023-09-05,2024-11-06,0.684,0.46785600000000005,0.5,0.25
"Will Joe Biden be re-elected in 2024?",0,2023-09-06,2024-11-06,0.479,0.22944099999999998,0.5,0.25
"Will Donald Trump win the Presidential Election of the United States of America in 2024? ",1,2023-09-05,2024-11-06,0.379,0.385641,0.5,0.25
"Will @firstuserhere coauthor a NeurIPS or ICML conference publication before end of 2024? (10,000 Mana subsidy)",0,2023-09-03,2024-10-01,0.471,0.22184099999999998,0.5,0.25
"Will Google have the best LLM by EOY 2024?",1,2023-09-05,2024-08-01,0.414,0.3433960000000001,0.5,0.25
"GPT4 or better model available for download by EOY 2024?",1,2023-09-15,2024-07-22,0.612,0.150544,0.5,0.25
"Will the Labour Party win a landslide victory in the next UK general election? [100 seat majority]",1,2023-09-19,2024-07-08,0.629,0.13764099999999999,0.5,0.25
"Will Man City make it to the semifinals in the 23/24 UEFA Champions League",0,2023-09-20,2024-05-12,0.761,0.579121,0.5,0.25
"Do more men think about the Roman Empire daily than women?",0,2023-09-17,2024-04-01,0.765,0.585225,0.5,0.25
"Will Twitter/X start charging *everyone* to use the platform by the end of March 2024?",0,2023-09-18,2024-04-01,0.067,0.004489000000000001,0.5,0.25
"Will I get into Columbia University?",0,2023-09-02,2024-03-28,0.131,0.017161000000000003,0.5,0.25
"Will Intuitive Machines' IM-1 mission successfully land on the moon?",0,2023-09-10,2024-03-01,0.407,0.165649,0.5,0.25
"Will the San Francisco 49ers win the Super Bowl?",0,2023-09-27,2024-02-12,0.261,0.068121,0.5,0.25
"Will any AI model generate image of correct QWERTY keyboard consistently, to a prompt, by the end of 2024?",1,2023-09-23,2024-01-03,0.628,0.138384,0.5,0.25
"Will Destiny appear on jubilee again before 2024?",0,2023-09-20,2024-01-01,0.059,0.0034809999999999997,0.5,0.25
"Will Israel commit war crimes by cutting off food/water, electricity, and fuel to the Gaza Strip?",1,2023-10-09,2025-06-02,0.481,0.269361,0.5,0.25
"Will Manifold be more accurate than Polymarket in forecasting the 2024 election?",0,2023-10-26,2025-04-19,0.52,0.27040000000000003,0.5,0.25
"Will human narration for audiobooks become mostly unnecessary before 2026?",1,2023-10-15,2025-03-20,0.351,0.42120100000000005,0.5,0.25
"Will Sarah Wagenknecht's BSW be part of the next German federal parliament?",0,2023-10-23,2025-02-24,0.476,0.22657599999999997,0.5,0.25
"Will manifold markets still have >2000 daily active users in 2025?",0,2023-10-23,2025-01-31,0.919,0.8445610000000001,0.5,0.25
"Will Guyana and Venezuela have a military conflict by the end of 2024? [Ṁ1,000 subsidy]",0,2023-10-24,2025-01-15,0.155,0.024025,0.5,0.25
"Will Nicolas Maduro be President of Venezuela on 10 January 2025?",1,2023-10-18,2025-01-11,0.775,0.05062499999999999,0.5,0.25
"Will a single shooting incident kill at least 20 people in the US during 2024?",0,2023-10-05,2025-01-07,0.53,0.28090000000000004,0.5,0.25
"Will Gaza be de facto controlled by Israel at the end of 2024?",0,2023-10-16,2025-01-06,0.332,0.11022400000000002,0.5,0.25
"Will a state-based conflict between Israel and Iran cause at least 1,000 deaths before 2025?",0,2023-10-09,2025-01-06,0.247,0.061009,0.5,0.25
"Will Benjamin Netanyahu (Bibi) be the prime minister of Israel at the end of 2024",1,2023-10-15,2025-01-01,0.392,0.369664,0.5,0.25
"Will Humane sell 10k AI Pins before 2025?",1,2023-10-02,2025-01-01,0.5,0.25,0.5,0.25
"Will Trump spend any time in jail by the end of 2024?",0,2023-10-26,2025-01-01,0.218,0.047524,0.5,0.25
"Will the US ""vibecession"" continue through all of 2024?",1,2023-10-29,2025-01-01,0.409,0.34928099999999995,0.5,0.25
"Will Apple Inc. have the highest market cap at the end of 2024?",1,2023-10-27,2024-12-31,0.743,0.066049,0.5,0.25
"Coup in Iran, Egypt, Syria, Jordan or Lebanon before 2025",1,2023-10-20,2024-12-10,0.295,0.4970250000000001,0.5,0.25
"Will Bitcoin exceed 100,000 USD In 2024?",1,2023-10-15,2024-12-05,0.348,0.42510400000000004,0.5,0.25
"Will either Joe Biden or Donald Trump die before the 2024 Presidential election?",0,2023-10-10,2024-11-05,0.162,0.026244,0.5,0.25
"Will China be competitive in the LLM race compared to OpenAI, Anthropic, and Google by end of 2024?",1,2023-10-13,2024-10-16,0.307,0.4802490000000001,0.5,0.25
"Will Hezbollah directly engage in combat operations against Israel?",1,2023-10-07,2024-10-03,0.605,0.15602500000000002,0.5,0.25
"Will Destiny get unbanned from Twitch before October 2024?",0,2023-10-02,2024-10-01,0.509,0.259081,0.5,0.25
"Will Hezbollah leader Hassan Nasrallah die before 2025?",1,2023-10-30,2024-09-28,0.363,0.405769,0.5,0.25
"Will Robert F. Kennedy Jr. drop out of the Presidential race before November 1, 2024.",1,2023-10-12,2024-08-29,0.457,0.2948489999999999,0.5,0.25
"Mohammed Deif (Hamas military commander) killed or captured by Israeli forces by end of 2024?",1,2023-10-30,2024-08-01,0.602,0.15840400000000002,0.5,0.25
"Will Rep. Dean Phillips win at least one state in the 2024 Democratic primaries?",0,2023-10-21,2024-07-22,0.101,0.010201000000000002,0.5,0.25
"Will Joe Biden be the 2024 Democratic party nominee for President?",0,2023-10-08,2024-07-21,0.857,0.734449,0.5,0.25
"Will Casey Newton begin dating an AI before June of 2024",0,2023-10-14,2024-06-02,0.201,0.040401000000000006,0.5,0.25
"Will a ""lifetime smoking ban"" become law in the UK before the next General Election?",0,2023-10-09,2024-05-31,0.429,0.18404099999999998,0.5,0.25
"Will we get hallucination rates down to human-expert levels by May 2024?",0,2023-10-22,2024-05-02,0.136,0.018496000000000002,0.5,0.25
"Trump has broken a gag order twice. Will he do it again in same Manhattan court?",0,2023-10-26,2024-05-01,0.886,0.784996,0.5,0.25
"Is the proof of P != NP by Ke Xu and Guangyan Zhou valid?",0,2023-10-18,2024-04-15,0.029,0.0008410000000000001,0.5,0.25
"Will Linda Yaccarino be the CEO of X on April 13, 2024?",1,2023-10-11,2024-04-14,0.649,0.12320099999999999,0.5,0.25
"Will Jimmy Carter survive the Winter?",1,2023-10-02,2024-03-19,0.681,0.10176099999999996,0.5,0.25
